"","X","generations","popsize_outcrossrate","Ho","popsize","outcross"
"1738",38,38,"5_0.5",0.017752,5,0.5
"1739",39,39,"5_0.5",0.0165386,5,0.5
"1740",40,40,"5_0.5",0.0156366,5,0.5
"1741",41,41,"5_0.5",0.0144506,5,0.5
"1742",42,42,"5_0.5",0.0133486,5,0.5
"1743",43,43,"5_0.5",0.0123778,5,0.5
"1744",44,44,"5_0.5",0.0117086,5,0.5
"1745",45,45,"5_0.5",0.0110736,5,0.5
"1746",46,46,"5_0.5",0.0102288,5,0.5
"1747",47,47,"5_0.5",0.0095974,5,0.5
"1748",48,48,"5_0.5",0.0088654,5,0.5
"1749",49,49,"5_0.5",0.0082866,5,0.5
"1750",50,50,"5_0.5",0.0077156,5,0.5
"1751",51,51,"5_0.5",0.0070994,5,0.5
"1752",52,52,"5_0.5",0.006594,5,0.5
"1753",53,53,"5_0.5",0.0061622,5,0.5
"1754",54,54,"5_0.5",0.0057612,5,0.5
"1755",55,55,"5_0.5",0.0054762,5,0.5
"1756",56,56,"5_0.5",0.0051162,5,0.5
"1757",57,57,"5_0.5",0.0047516,5,0.5
"1758",58,58,"5_0.5",0.0043926,5,0.5
"1759",59,59,"5_0.5",0.0040856,5,0.5
"1760",60,60,"5_0.5",0.0037816,5,0.5
"1761",61,61,"5_0.5",0.003533,5,0.5
"1762",62,62,"5_0.5",0.0033026,5,0.5
"1763",63,63,"5_0.5",0.003071,5,0.5
"1764",64,64,"5_0.5",0.0028854,5,0.5
"1765",65,65,"5_0.5",0.0026952,5,0.5
"1766",66,66,"5_0.5",0.0025134,5,0.5
"1767",67,67,"5_0.5",0.0023384,5,0.5
"1768",68,68,"5_0.5",0.0021878,5,0.5
"1769",69,69,"5_0.5",0.0020744,5,0.5
"1770",70,70,"5_0.5",0.0018978,5,0.5
"1771",71,71,"5_0.5",0.0017804,5,0.5
"1772",72,72,"5_0.5",0.0016256,5,0.5
"1773",73,73,"5_0.5",0.0015212,5,0.5
"1774",74,74,"5_0.5",0.0014368,5,0.5
"1775",75,75,"5_0.5",0.0013616,5,0.5
"1776",76,76,"5_0.5",0.0012508,5,0.5
"1777",77,77,"5_0.5",0.0011456,5,0.5
"1778",78,78,"5_0.5",0.0010816,5,0.5
"1779",79,79,"5_0.5",0.000992,5,0.5
"1780",80,80,"5_0.5",0.000936,5,0.5
"1781",81,81,"5_0.5",0.000892,5,0.5
"1782",82,82,"5_0.5",0.0008106,5,0.5
"1783",83,83,"5_0.5",0.0007598,5,0.5
"1784",84,84,"5_0.5",0.0007268,5,0.5
"1785",85,85,"5_0.5",0.0006674,5,0.5
"1786",86,86,"5_0.5",0.0006086,5,0.5
"1787",87,87,"5_0.5",0.0005774,5,0.5
"1788",88,88,"5_0.5",0.0005444,5,0.5
"1789",89,89,"5_0.5",0.0004972,5,0.5
"1790",90,90,"5_0.5",0.0004684,5,0.5
"1791",91,91,"5_0.5",0.0004198,5,0.5
"1792",92,92,"5_0.5",0.000396,5,0.5
"1793",93,93,"5_0.5",0.000372,5,0.5
"1794",94,94,"5_0.5",0.0003388,5,0.5
"1795",95,95,"5_0.5",0.0003164,5,0.5
"1796",96,96,"5_0.5",3e-04,5,0.5
"1797",97,97,"5_0.5",0.0002862,5,0.5
"1798",98,98,"5_0.5",0.0002584,5,0.5
"1799",99,99,"5_0.5",0.000248,5,0.5
"1800",100,100,"5_0.5",0.0002276,5,0.5
"1801",1,1,"5_0.75",0.29382,5,0.75
"1802",2,2,"5_0.75",0.2702602,5,0.75
"1803",3,3,"5_0.75",0.2507012,5,0.75
"1804",4,4,"5_0.75",0.2301102,5,0.75
"1805",5,5,"5_0.75",0.2146042,5,0.75
"1806",6,6,"5_0.75",0.1997922,5,0.75
"1807",7,7,"5_0.75",0.1823686,5,0.75
"1808",8,8,"5_0.75",0.1689358,5,0.75
"1809",9,9,"5_0.75",0.1561158,5,0.75
"1810",10,10,"5_0.75",0.143585,5,0.75
"1811",11,11,"5_0.75",0.1347228,5,0.75
"1812",12,12,"5_0.75",0.1226616,5,0.75
"1813",13,13,"5_0.75",0.1130562,5,0.75
"1814",14,14,"5_0.75",0.104474,5,0.75
"1815",15,15,"5_0.75",0.0969242,5,0.75
"1816",16,16,"5_0.75",0.089557,5,0.75
"1817",17,17,"5_0.75",0.0830624,5,0.75
"1818",18,18,"5_0.75",0.0764546,5,0.75
"1819",19,19,"5_0.75",0.070379,5,0.75
"1820",20,20,"5_0.75",0.0653926,5,0.75
"1821",21,21,"5_0.75",0.0598482,5,0.75
"1822",22,22,"5_0.75",0.0556338,5,0.75
"1823",23,23,"5_0.75",0.051515,5,0.75
"1824",24,24,"5_0.75",0.047552,5,0.75
"1825",25,25,"5_0.75",0.043903,5,0.75
"1826",26,26,"5_0.75",0.0404826,5,0.75
"1827",27,27,"5_0.75",0.0374388,5,0.75
"1828",28,28,"5_0.75",0.0344854,5,0.75
"1829",29,29,"5_0.75",0.0321146,5,0.75
"1830",30,30,"5_0.75",0.0296642,5,0.75
"1831",31,31,"5_0.75",0.0273792,5,0.75
"1832",32,32,"5_0.75",0.025047,5,0.75
"1833",33,33,"5_0.75",0.023339,5,0.75
"1834",34,34,"5_0.75",0.0214158,5,0.75
"1835",35,35,"5_0.75",0.0197956,5,0.75
"1836",36,36,"5_0.75",0.0181506,5,0.75
"1837",37,37,"5_0.75",0.0169242,5,0.75
"1838",38,38,"5_0.75",0.0154592,5,0.75
"1839",39,39,"5_0.75",0.0144148,5,0.75
"1840",40,40,"5_0.75",0.0132246,5,0.75
"1841",41,41,"5_0.75",0.0121816,5,0.75
"1842",42,42,"5_0.75",0.011297,5,0.75
"1843",43,43,"5_0.75",0.0103906,5,0.75
"1844",44,44,"5_0.75",0.0096118,5,0.75
"1845",45,45,"5_0.75",0.0089374,5,0.75
"1846",46,46,"5_0.75",0.0082302,5,0.75
"1847",47,47,"5_0.75",0.0075874,5,0.75
"1848",48,48,"5_0.75",0.0070414,5,0.75
"1849",49,49,"5_0.75",0.006517,5,0.75
"1850",50,50,"5_0.75",0.0060388,5,0.75
"1851",51,51,"5_0.75",0.0055394,5,0.75
"1852",52,52,"5_0.75",0.0050376,5,0.75
"1853",53,53,"5_0.75",0.004703,5,0.75
"1854",54,54,"5_0.75",0.0043622,5,0.75
"1855",55,55,"5_0.75",0.0040612,5,0.75
"1856",56,56,"5_0.75",0.0037574,5,0.75
"1857",57,57,"5_0.75",0.0034698,5,0.75
"1858",58,58,"5_0.75",0.0031984,5,0.75
"1859",59,59,"5_0.75",0.0029894,5,0.75
"1860",60,60,"5_0.75",0.0027356,5,0.75
"1861",61,61,"5_0.75",0.0024948,5,0.75
"1862",62,62,"5_0.75",0.0023138,5,0.75
"1863",63,63,"5_0.75",0.0021312,5,0.75
"1864",64,64,"5_0.75",0.0019922,5,0.75
"1865",65,65,"5_0.75",0.0018298,5,0.75
"1866",66,66,"5_0.75",0.0016986,5,0.75
"1867",67,67,"5_0.75",0.0015566,5,0.75
"1868",68,68,"5_0.75",0.001446,5,0.75
"1869",69,69,"5_0.75",0.0013404,5,0.75
"1870",70,70,"5_0.75",0.0012234,5,0.75
"1871",71,71,"5_0.75",0.0011386,5,0.75
"1872",72,72,"5_0.75",0.001063,5,0.75
"1873",73,73,"5_0.75",0.0009818,5,0.75
"1874",74,74,"5_0.75",0.0008894,5,0.75
"1875",75,75,"5_0.75",0.0008272,5,0.75
"1876",76,76,"5_0.75",0.0007778,5,0.75
"1877",77,77,"5_0.75",0.0006982,5,0.75
"1878",78,78,"5_0.75",0.0006528,5,0.75
"1879",79,79,"5_0.75",0.0005954,5,0.75
"1880",80,80,"5_0.75",0.0005488,5,0.75
"1881",81,81,"5_0.75",0.000507,5,0.75
"1882",82,82,"5_0.75",0.0004772,5,0.75
"1883",83,83,"5_0.75",0.0004362,5,0.75
"1884",84,84,"5_0.75",0.0004112,5,0.75
"1885",85,85,"5_0.75",0.000382,5,0.75
"1886",86,86,"5_0.75",0.0003394,5,0.75
"1887",87,87,"5_0.75",0.0003206,5,0.75
"1888",88,88,"5_0.75",0.000293,5,0.75
"1889",89,89,"5_0.75",0.0002534,5,0.75
"1890",90,90,"5_0.75",0.0002402,5,0.75
"1891",91,91,"5_0.75",0.0002246,5,0.75
"1892",92,92,"5_0.75",0.0001954,5,0.75
"1893",93,93,"5_0.75",0.0001748,5,0.75
"1894",94,94,"5_0.75",0.0001666,5,0.75
"1895",95,95,"5_0.75",0.0001558,5,0.75
"1896",96,96,"5_0.75",0.000141,5,0.75
"1897",97,97,"5_0.75",0.0001276,5,0.75
"1898",98,98,"5_0.75",0.000128,5,0.75
"1899",99,99,"5_0.75",0.0001156,5,0.75
"1900",100,100,"5_0.75",0.0001032,5,0.75
"1901",1,1,"5_1",0.2943092,5,1
"1902",2,2,"5_1",0.3133364,5,1
"1903",3,3,"5_1",0.2846556,5,1
"1904",4,4,"5_1",0.263457,5,1
"1905",5,5,"5_1",0.242548,5,1
"1906",6,6,"5_1",0.2235038,5,1
"1907",7,7,"5_1",0.205954,5,1
"1908",8,8,"5_1",0.1900656,5,1
"1909",9,9,"5_1",0.1749786,5,1
"1910",10,10,"5_1",0.1611692,5,1
"1911",11,11,"5_1",0.1488056,5,1
"1912",12,12,"5_1",0.1369174,5,1
"1913",13,13,"5_1",0.1262988,5,1
"1914",14,14,"5_1",0.1165958,5,1
"1915",15,15,"5_1",0.107184,5,1
"1916",16,16,"5_1",0.099146,5,1
"1917",17,17,"5_1",0.091318,5,1
"1918",18,18,"5_1",0.0842126,5,1
"1919",19,19,"5_1",0.0774716,5,1
"1920",20,20,"5_1",0.0712262,5,1
"1921",21,21,"5_1",0.0658064,5,1
"1922",22,22,"5_1",0.0607312,5,1
"1923",23,23,"5_1",0.0559516,5,1
"1924",24,24,"5_1",0.0517564,5,1
"1925",25,25,"5_1",0.0475042,5,1
"1926",26,26,"5_1",0.0438632,5,1
"1927",27,27,"5_1",0.0405384,5,1
"1928",28,28,"5_1",0.0373914,5,1
"1929",29,29,"5_1",0.0344344,5,1
"1930",30,30,"5_1",0.0317432,5,1
"1931",31,31,"5_1",0.0291844,5,1
"1932",32,32,"5_1",0.0268494,5,1
"1933",33,33,"5_1",0.024868,5,1
"1934",34,34,"5_1",0.0228854,5,1
"1935",35,35,"5_1",0.0211432,5,1
"1936",36,36,"5_1",0.019467,5,1
"1937",37,37,"5_1",0.0178944,5,1
"1938",38,38,"5_1",0.0165014,5,1
"1939",39,39,"5_1",0.0152504,5,1
"1940",40,40,"5_1",0.0140358,5,1
"1941",41,41,"5_1",0.0128866,5,1
"1942",42,42,"5_1",0.011913,5,1
"1943",43,43,"5_1",0.0109758,5,1
"1944",44,44,"5_1",0.010071,5,1
"1945",45,45,"5_1",0.0093338,5,1
"1946",46,46,"5_1",0.0085328,5,1
"1947",47,47,"5_1",0.007861,5,1
"1948",48,48,"5_1",0.0072504,5,1
"1949",49,49,"5_1",0.0067164,5,1
"1950",50,50,"5_1",0.0062008,5,1
"1951",51,51,"5_1",0.0056762,5,1
"1952",52,52,"5_1",0.0052358,5,1
"1953",53,53,"5_1",0.0048766,5,1
"1954",54,54,"5_1",0.0044652,5,1
"1955",55,55,"5_1",0.0040878,5,1
"1956",56,56,"5_1",0.0037154,5,1
"1957",57,57,"5_1",0.003446,5,1
"1958",58,58,"5_1",0.0031802,5,1
"1959",59,59,"5_1",0.0029162,5,1
"1960",60,60,"5_1",0.0026614,5,1
"1961",61,61,"5_1",0.0024676,5,1
"1962",62,62,"5_1",0.0022544,5,1
"1963",63,63,"5_1",0.0020682,5,1
"1964",64,64,"5_1",0.0019184,5,1
"1965",65,65,"5_1",0.0017454,5,1
"1966",66,66,"5_1",0.0016278,5,1
"1967",67,67,"5_1",0.001491,5,1
"1968",68,68,"5_1",0.001407,5,1
"1969",69,69,"5_1",0.0012854,5,1
"1970",70,70,"5_1",0.0011834,5,1
"1971",71,71,"5_1",0.0010752,5,1
"1972",72,72,"5_1",0.0009962,5,1
"1973",73,73,"5_1",0.0009178,5,1
"1974",74,74,"5_1",0.0008404,5,1
"1975",75,75,"5_1",0.00078,5,1
"1976",76,76,"5_1",0.000716,5,1
"1977",77,77,"5_1",0.0006682,5,1
"1978",78,78,"5_1",0.000622,5,1
"1979",79,79,"5_1",0.0005682,5,1
"1980",80,80,"5_1",0.0005326,5,1
"1981",81,81,"5_1",0.000485,5,1
"1982",82,82,"5_1",0.0004536,5,1
"1983",83,83,"5_1",0.0004148,5,1
"1984",84,84,"5_1",0.0003846,5,1
"1985",85,85,"5_1",0.0003568,5,1
"1986",86,86,"5_1",0.0003384,5,1
"1987",87,87,"5_1",0.0003092,5,1
"1988",88,88,"5_1",0.0002846,5,1
"1989",89,89,"5_1",0.0002656,5,1
"1990",90,90,"5_1",0.0002522,5,1
"1991",91,91,"5_1",0.0002354,5,1
"1992",92,92,"5_1",0.0002152,5,1
"1993",93,93,"5_1",0.000208,5,1
"1994",94,94,"5_1",0.0001914,5,1
"1995",95,95,"5_1",0.0001704,5,1
"1996",96,96,"5_1",0.0001566,5,1
"1997",97,97,"5_1",0.0001518,5,1
"1998",98,98,"5_1",0.0001396,5,1
"1999",99,99,"5_1",0.0001322,5,1
"2000",100,100,"5_1",0.0001254,5,1
