"","X","generations","popsize_outcrossrate","He","popsize","outcross"
"229",29,29,"10_0.5",0.121499015,10,0.5
"230",30,30,"10_0.5",0.11772403,10,0.5
"231",31,31,"10_0.5",0.114090515,10,0.5
"232",32,32,"10_0.5",0.11046031,10,0.5
"233",33,33,"10_0.5",0.107081275,10,0.5
"234",34,34,"10_0.5",0.103682465,10,0.5
"235",35,35,"10_0.5",0.100580495,10,0.5
"236",36,36,"10_0.5",0.097421455,10,0.5
"237",37,37,"10_0.5",0.0944311,10,0.5
"238",38,38,"10_0.5",0.091452805,10,0.5
"239",39,39,"10_0.5",0.08864018,10,0.5
"240",40,40,"10_0.5",0.08575391,10,0.5
"241",41,41,"10_0.5",0.083037215,10,0.5
"242",42,42,"10_0.5",0.08046192,10,0.5
"243",43,43,"10_0.5",0.07795777,10,0.5
"244",44,44,"10_0.5",0.07544271,10,0.5
"245",45,45,"10_0.5",0.07309823,10,0.5
"246",46,46,"10_0.5",0.070805275,10,0.5
"247",47,47,"10_0.5",0.06855003,10,0.5
"248",48,48,"10_0.5",0.06633344,10,0.5
"249",49,49,"10_0.5",0.064278105,10,0.5
"250",50,50,"10_0.5",0.06227682,10,0.5
"251",51,51,"10_0.5",0.060335945,10,0.5
"252",52,52,"10_0.5",0.0584704,10,0.5
"253",53,53,"10_0.5",0.05660087,10,0.5
"254",54,54,"10_0.5",0.054836875,10,0.5
"255",55,55,"10_0.5",0.053121225,10,0.5
"256",56,56,"10_0.5",0.05147963,10,0.5
"257",57,57,"10_0.5",0.04982955,10,0.5
"258",58,58,"10_0.5",0.048297935,10,0.5
"259",59,59,"10_0.5",0.04680765,10,0.5
"260",60,60,"10_0.5",0.04541196,10,0.5
"261",61,61,"10_0.5",0.04399126,10,0.5
"262",62,62,"10_0.5",0.042649365,10,0.5
"263",63,63,"10_0.5",0.041305975,10,0.5
"264",64,64,"10_0.5",0.039985145,10,0.5
"265",65,65,"10_0.5",0.03874132,10,0.5
"266",66,66,"10_0.5",0.037517465,10,0.5
"267",67,67,"10_0.5",0.0363197,10,0.5
"268",68,68,"10_0.5",0.03520252,10,0.5
"269",69,69,"10_0.5",0.03409132,10,0.5
"270",70,70,"10_0.5",0.033010375,10,0.5
"271",71,71,"10_0.5",0.03196521,10,0.5
"272",72,72,"10_0.5",0.030993725,10,0.5
"273",73,73,"10_0.5",0.03003727,10,0.5
"274",74,74,"10_0.5",0.029085105,10,0.5
"275",75,75,"10_0.5",0.028176,10,0.5
"276",76,76,"10_0.5",0.02730574,10,0.5
"277",77,77,"10_0.5",0.026482625,10,0.5
"278",78,78,"10_0.5",0.025691735,10,0.5
"279",79,79,"10_0.5",0.02486111,10,0.5
"280",80,80,"10_0.5",0.02409245,10,0.5
"281",81,81,"10_0.5",0.02334204,10,0.5
"282",82,82,"10_0.5",0.02263101,10,0.5
"283",83,83,"10_0.5",0.021942425,10,0.5
"284",84,84,"10_0.5",0.02123424,10,0.5
"285",85,85,"10_0.5",0.02059637,10,0.5
"286",86,86,"10_0.5",0.01997481,10,0.5
"287",87,87,"10_0.5",0.019344025,10,0.5
"288",88,88,"10_0.5",0.018704505,10,0.5
"289",89,89,"10_0.5",0.018124995,10,0.5
"290",90,90,"10_0.5",0.01754147,10,0.5
"291",91,91,"10_0.5",0.01701215,10,0.5
"292",92,92,"10_0.5",0.016471795,10,0.5
"293",93,93,"10_0.5",0.015961,10,0.5
"294",94,94,"10_0.5",0.015430775,10,0.5
"295",95,95,"10_0.5",0.014958625,10,0.5
"296",96,96,"10_0.5",0.01449025,10,0.5
"297",97,97,"10_0.5",0.01402021,10,0.5
"298",98,98,"10_0.5",0.013590835,10,0.5
"299",99,99,"10_0.5",0.01318807,10,0.5
"300",100,100,"10_0.5",0.012784075,10,0.5
"301",1,1,"10_0.75",0.29634562,10,0.75
"302",2,2,"10_0.75",0.285358005,10,0.75
"303",3,3,"10_0.75",0.275062325,10,0.75
"304",4,4,"10_0.75",0.265095865,10,0.75
"305",5,5,"10_0.75",0.2556764,10,0.75
"306",6,6,"10_0.75",0.246219765,10,0.75
"307",7,7,"10_0.75",0.237155685,10,0.75
"308",8,8,"10_0.75",0.22856703,10,0.75
"309",9,9,"10_0.75",0.22022994,10,0.75
"310",10,10,"10_0.75",0.21223775,10,0.75
"311",11,11,"10_0.75",0.204388715,10,0.75
"312",12,12,"10_0.75",0.19703433,10,0.75
"313",13,13,"10_0.75",0.190026195,10,0.75
"314",14,14,"10_0.75",0.18317726,10,0.75
"315",15,15,"10_0.75",0.1763504,10,0.75
"316",16,16,"10_0.75",0.16994615,10,0.75
"317",17,17,"10_0.75",0.16367077,10,0.75
"318",18,18,"10_0.75",0.157743625,10,0.75
"319",19,19,"10_0.75",0.152055345,10,0.75
"320",20,20,"10_0.75",0.14655046,10,0.75
"321",21,21,"10_0.75",0.14118666,10,0.75
"322",22,22,"10_0.75",0.13600585,10,0.75
"323",23,23,"10_0.75",0.131241195,10,0.75
"324",24,24,"10_0.75",0.12649879,10,0.75
"325",25,25,"10_0.75",0.121967545,10,0.75
"326",26,26,"10_0.75",0.117587575,10,0.75
"327",27,27,"10_0.75",0.11326185,10,0.75
"328",28,28,"10_0.75",0.10903846,10,0.75
"329",29,29,"10_0.75",0.10506237,10,0.75
"330",30,30,"10_0.75",0.10119153,10,0.75
"331",31,31,"10_0.75",0.097484295,10,0.75
"332",32,32,"10_0.75",0.093798565,10,0.75
"333",33,33,"10_0.75",0.090339725,10,0.75
"334",34,34,"10_0.75",0.087095945,10,0.75
"335",35,35,"10_0.75",0.083948435,10,0.75
"336",36,36,"10_0.75",0.080808615,10,0.75
"337",37,37,"10_0.75",0.077813145,10,0.75
"338",38,38,"10_0.75",0.07500784,10,0.75
"339",39,39,"10_0.75",0.07218913,10,0.75
"340",40,40,"10_0.75",0.06961437,10,0.75
"341",41,41,"10_0.75",0.06700858,10,0.75
"342",42,42,"10_0.75",0.06458715,10,0.75
"343",43,43,"10_0.75",0.062217635,10,0.75
"344",44,44,"10_0.75",0.05996889,10,0.75
"345",45,45,"10_0.75",0.057764485,10,0.75
"346",46,46,"10_0.75",0.055716035,10,0.75
"347",47,47,"10_0.75",0.05363575,10,0.75
"348",48,48,"10_0.75",0.0517055,10,0.75
"349",49,49,"10_0.75",0.04987168,10,0.75
"350",50,50,"10_0.75",0.048074245,10,0.75
"351",51,51,"10_0.75",0.046383465,10,0.75
"352",52,52,"10_0.75",0.044609105,10,0.75
"353",53,53,"10_0.75",0.04296687,10,0.75
"354",54,54,"10_0.75",0.0414102,10,0.75
"355",55,55,"10_0.75",0.039875635,10,0.75
"356",56,56,"10_0.75",0.03843713,10,0.75
"357",57,57,"10_0.75",0.037015025,10,0.75
"358",58,58,"10_0.75",0.03565355,10,0.75
"359",59,59,"10_0.75",0.034330805,10,0.75
"360",60,60,"10_0.75",0.033085845,10,0.75
"361",61,61,"10_0.75",0.03192273,10,0.75
"362",62,62,"10_0.75",0.03075935,10,0.75
"363",63,63,"10_0.75",0.02963185,10,0.75
"364",64,64,"10_0.75",0.028583255,10,0.75
"365",65,65,"10_0.75",0.02753835,10,0.75
"366",66,66,"10_0.75",0.02651756,10,0.75
"367",67,67,"10_0.75",0.0255478,10,0.75
"368",68,68,"10_0.75",0.024634115,10,0.75
"369",69,69,"10_0.75",0.02372162,10,0.75
"370",70,70,"10_0.75",0.02287467,10,0.75
"371",71,71,"10_0.75",0.0220459,10,0.75
"372",72,72,"10_0.75",0.0212122,10,0.75
"373",73,73,"10_0.75",0.020433825,10,0.75
"374",74,74,"10_0.75",0.01971139,10,0.75
"375",75,75,"10_0.75",0.019004255,10,0.75
"376",76,76,"10_0.75",0.01832958,10,0.75
"377",77,77,"10_0.75",0.017684825,10,0.75
"378",78,78,"10_0.75",0.017029465,10,0.75
"379",79,79,"10_0.75",0.016410995,10,0.75
"380",80,80,"10_0.75",0.01581952,10,0.75
"381",81,81,"10_0.75",0.01525333,10,0.75
"382",82,82,"10_0.75",0.014759075,10,0.75
"383",83,83,"10_0.75",0.01422075,10,0.75
"384",84,84,"10_0.75",0.013722665,10,0.75
"385",85,85,"10_0.75",0.013235095,10,0.75
"386",86,86,"10_0.75",0.01275928,10,0.75
"387",87,87,"10_0.75",0.012256305,10,0.75
"388",88,88,"10_0.75",0.01181051,10,0.75
"389",89,89,"10_0.75",0.01137689,10,0.75
"390",90,90,"10_0.75",0.010935115,10,0.75
"391",91,91,"10_0.75",0.01054019,10,0.75
"392",92,92,"10_0.75",0.01015862,10,0.75
"393",93,93,"10_0.75",0.00979665,10,0.75
"394",94,94,"10_0.75",0.0094348,10,0.75
"395",95,95,"10_0.75",0.009085505,10,0.75
"396",96,96,"10_0.75",0.008763515,10,0.75
"397",97,97,"10_0.75",0.00844793,10,0.75
"398",98,98,"10_0.75",0.00814326,10,0.75
"399",99,99,"10_0.75",0.00785907,10,0.75
"400",100,100,"10_0.75",0.007548755,10,0.75
"401",1,1,"10_1",0.296323135,10,1
"402",2,2,"10_1",0.285463015,10,1
"403",3,3,"10_1",0.274578925,10,1
"404",4,4,"10_1",0.26417263,10,1
"405",5,5,"10_1",0.253869455,10,1
"406",6,6,"10_1",0.244225445,10,1
"407",7,7,"10_1",0.234776715,10,1
"408",8,8,"10_1",0.225745405,10,1
"409",9,9,"10_1",0.21715678,10,1
"410",10,10,"10_1",0.208796055,10,1
"411",11,11,"10_1",0.200663865,10,1
"412",12,12,"10_1",0.19295643,10,1
"413",13,13,"10_1",0.18545504,10,1
"414",14,14,"10_1",0.178390195,10,1
"415",15,15,"10_1",0.171524715,10,1
"416",16,16,"10_1",0.16492801,10,1
"417",17,17,"10_1",0.15850767,10,1
"418",18,18,"10_1",0.152261755,10,1
"419",19,19,"10_1",0.146369085,10,1
"420",20,20,"10_1",0.14075272,10,1
"421",21,21,"10_1",0.13528503,10,1
"422",22,22,"10_1",0.129992505,10,1
"423",23,23,"10_1",0.124960665,10,1
"424",24,24,"10_1",0.120144495,10,1
"425",25,25,"10_1",0.11564511,10,1
"426",26,26,"10_1",0.111198045,10,1
"427",27,27,"10_1",0.10687158,10,1
"428",28,28,"10_1",0.10277818,10,1
"429",29,29,"10_1",0.09870853,10,1
"430",30,30,"10_1",0.094984725,10,1
"431",31,31,"10_1",0.091294505,10,1
"432",32,32,"10_1",0.087764265,10,1
"433",33,33,"10_1",0.08425358,10,1
"434",34,34,"10_1",0.080970485,10,1
"435",35,35,"10_1",0.07777523,10,1
"436",36,36,"10_1",0.07472382,10,1
"437",37,37,"10_1",0.07188387,10,1
"438",38,38,"10_1",0.069122,10,1
"439",39,39,"10_1",0.066493525,10,1
"440",40,40,"10_1",0.06396112,10,1
"441",41,41,"10_1",0.061562525,10,1
"442",42,42,"10_1",0.05915041,10,1
"443",43,43,"10_1",0.05690399,10,1
"444",44,44,"10_1",0.05473208,10,1
"445",45,45,"10_1",0.052655255,10,1
"446",46,46,"10_1",0.05057268,10,1
"447",47,47,"10_1",0.048640715,10,1
"448",48,48,"10_1",0.04676284,10,1
"449",49,49,"10_1",0.04489643,10,1
"450",50,50,"10_1",0.04316935,10,1
"451",51,51,"10_1",0.041523445,10,1
"452",52,52,"10_1",0.03990704,10,1
"453",53,53,"10_1",0.03837874,10,1
"454",54,54,"10_1",0.036921615,10,1
"455",55,55,"10_1",0.035500705,10,1
"456",56,56,"10_1",0.034119215,10,1
"457",57,57,"10_1",0.032819755,10,1
"458",58,58,"10_1",0.031588145,10,1
"459",59,59,"10_1",0.030388895,10,1
"460",60,60,"10_1",0.029170645,10,1
"461",61,61,"10_1",0.028071295,10,1
"462",62,62,"10_1",0.02700501,10,1
"463",63,63,"10_1",0.025997785,10,1
"464",64,64,"10_1",0.024980685,10,1
"465",65,65,"10_1",0.024021975,10,1
"466",66,66,"10_1",0.023112135,10,1
"467",67,67,"10_1",0.02219357,10,1
"468",68,68,"10_1",0.02133393,10,1
"469",69,69,"10_1",0.020512445,10,1
"470",70,70,"10_1",0.01971496,10,1
"471",71,71,"10_1",0.018938475,10,1
"472",72,72,"10_1",0.018170625,10,1
"473",73,73,"10_1",0.01745988,10,1
"474",74,74,"10_1",0.01675574,10,1
"475",75,75,"10_1",0.016121885,10,1
"476",76,76,"10_1",0.015533915,10,1
"477",77,77,"10_1",0.014944085,10,1
"478",78,78,"10_1",0.014391935,10,1
"479",79,79,"10_1",0.01384817,10,1
"480",80,80,"10_1",0.01331424,10,1
"481",81,81,"10_1",0.01281325,10,1
"482",82,82,"10_1",0.012337735,10,1
"483",83,83,"10_1",0.011866535,10,1
"484",84,84,"10_1",0.01142261,10,1
"485",85,85,"10_1",0.01097728,10,1
"486",86,86,"10_1",0.010554675,10,1
"487",87,87,"10_1",0.01015973,10,1
"488",88,88,"10_1",0.00976865,10,1
"489",89,89,"10_1",0.009404195,10,1
"490",90,90,"10_1",0.00904196,10,1
"491",91,91,"10_1",0.008680745,10,1
"492",92,92,"10_1",0.008354605,10,1
"493",93,93,"10_1",0.0080355,10,1
"494",94,94,"10_1",0.00770549,10,1
"495",95,95,"10_1",0.007410515,10,1
"496",96,96,"10_1",0.007111815,10,1
"497",97,97,"10_1",0.006829515,10,1
"498",98,98,"10_1",0.006566045,10,1
"499",99,99,"10_1",0.006305895,10,1
"500",100,100,"10_1",0.00606045,10,1
"501",1,1,"15_0",0.302051131111111,15,0
"502",2,2,"15_0",0.2970817,15,0
"503",3,3,"15_0",0.294620368888889,15,0
"504",4,4,"15_0",0.293387077777778,15,0
"505",5,5,"15_0",0.292775551111111,15,0
"506",6,6,"15_0",0.292475528888889,15,0
"507",7,7,"15_0",0.292316051111111,15,0
"508",8,8,"15_0",0.292247044444444,15,0
"509",9,9,"15_0",0.292209917777778,15,0
"510",10,10,"15_0",0.292189406666667,15,0
"511",11,11,"15_0",0.292176906666667,15,0
"512",12,12,"15_0",0.292170826666667,15,0
"513",13,13,"15_0",0.292168026666667,15,0
"514",14,14,"15_0",0.292167242222222,15,0
"515",15,15,"15_0",0.292166933333333,15,0
"516",16,16,"15_0",0.292166911111111,15,0
"517",17,17,"15_0",0.292166895555555,15,0
"518",18,18,"15_0",0.292167197777778,15,0
"519",19,19,"15_0",0.292167308888889,15,0
"520",20,20,"15_0",0.292167275555555,15,0
"521",21,21,"15_0",0.292167375555555,15,0
"522",22,22,"15_0",0.292167451111111,15,0
"523",23,23,"15_0",0.292167451111111,15,0
"524",24,24,"15_0",0.292167502222222,15,0
"525",25,25,"15_0",0.292167502222222,15,0
"526",26,26,"15_0",0.292167502222222,15,0
"527",27,27,"15_0",0.292167502222222,15,0
"528",28,28,"15_0",0.292167502222222,15,0
"529",29,29,"15_0",0.292167502222222,15,0
"530",30,30,"15_0",0.292167502222222,15,0
"531",31,31,"15_0",0.292167502222222,15,0
"532",32,32,"15_0",0.292167502222222,15,0
"533",33,33,"15_0",0.292167502222222,15,0
"534",34,34,"15_0",0.292167502222222,15,0
"535",35,35,"15_0",0.292167502222222,15,0
"536",36,36,"15_0",0.292167502222222,15,0
"537",37,37,"15_0",0.292167502222222,15,0
"538",38,38,"15_0",0.292167502222222,15,0
"539",39,39,"15_0",0.292167502222222,15,0
"540",40,40,"15_0",0.292167502222222,15,0
"541",41,41,"15_0",0.292167502222222,15,0
"542",42,42,"15_0",0.292167502222222,15,0
"543",43,43,"15_0",0.292167502222222,15,0
"544",44,44,"15_0",0.292167502222222,15,0
"545",45,45,"15_0",0.292167502222222,15,0
"546",46,46,"15_0",0.292167502222222,15,0
"547",47,47,"15_0",0.292167502222222,15,0
"548",48,48,"15_0",0.292167502222222,15,0
"549",49,49,"15_0",0.292167502222222,15,0
"550",50,50,"15_0",0.292167502222222,15,0
"551",51,51,"15_0",0.292167502222222,15,0
"552",52,52,"15_0",0.292167502222222,15,0
"553",53,53,"15_0",0.292167502222222,15,0
"554",54,54,"15_0",0.292167502222222,15,0
"555",55,55,"15_0",0.292167502222222,15,0
"556",56,56,"15_0",0.292167502222222,15,0
"557",57,57,"15_0",0.292167502222222,15,0
"558",58,58,"15_0",0.292167502222222,15,0
"559",59,59,"15_0",0.292167502222222,15,0
"560",60,60,"15_0",0.292167502222222,15,0
"561",61,61,"15_0",0.292167502222222,15,0
"562",62,62,"15_0",0.292167502222222,15,0
"563",63,63,"15_0",0.292167502222222,15,0
"564",64,64,"15_0",0.292167502222222,15,0
"565",65,65,"15_0",0.292167502222222,15,0
"566",66,66,"15_0",0.292167502222222,15,0
"567",67,67,"15_0",0.292167502222222,15,0
"568",68,68,"15_0",0.292167502222222,15,0
"569",69,69,"15_0",0.292167502222222,15,0
"570",70,70,"15_0",0.292167502222222,15,0
"571",71,71,"15_0",0.292167502222222,15,0
